
//////////////////////////////////////////////////////////
//////////////////////////////////////////////////////////
//////////////////////////////////////////////////////////

(355,1465,-485,440, 'West' , 'None' , 'Cross_junction' , 'NIL'),
(485,2675,180,280, 'East' , 'East' , 'Cross_junction' , 'NIL'),
(485,2675,180,280, 'East' , 'North' , 'Cross_junction' , 'NIL'),
(485,2675,180,280, 'South' , 'West' , 'Cross_junction' , 'NIL'),
(485,2675,180,280, 'South' , 'East' , 'Cross_junction' , 'NIL'),
(485,2675,180,280, 'East' , 'West' , 'Cross_junction' , 'NIL'),
(485,2675,180,280, 'West' , 'East' , 'Cross_junction' , 'NIL'),
(485,2675,180,280, 'West' , 'North' , 'Cross_junction' , 'NIL'),
(485,2675,180,280, 'West' , 'West' , 'Cross_junction' , 'NIL'),

(486,2675,345,280, 'North' , 'North' , 'T_junction' , 'NIL'),
(486,2675,345,280, 'North' , 'West' , 'T_junction' , 'NIL'),
(486,2675,345,280, 'East' , 'East' , 'T_junction' , 'NIL'),
(486,2675,345,280, 'East' , 'None' , 'T_junction' , 'NIL'),
(486,2675,345,280, 'South' , 'None' , 'T_junction' , 'NIL'),
(486,2675,345,280, 'North' , 'None' , 'T_junction' , 'NIL'),
(486,2675,345,280, 'East' , 'West' , 'T_junction' , 'NIL'),
(486,2675,345,280, 'South' , 'East' , 'T_junction' , 'NIL'),
(486,2675,345,280, 'South' , 'North' , 'T_junction' , 'NIL'),
(487,2675,370,280, 'North' , 'None' , 'T_junction' , 'NIL'),
(487,2675,370,280, 'South' , 'None' , 'T_junction' , 'NIL'),
(487,2675,370,280, 'North' , 'North' , 'T_junction' , 'NIL'),
(487,2675,370,280, 'South' , 'North' , 'T_junction' , 'NIL'),
(487,2675,370,280, 'East' , 'East' , 'T_junction' , 'NIL'),
(487,2675,370,280, 'South' , 'East' , 'T_junction' , 'NIL'),
(487,2675,370,280, 'East' , 'None' , 'T_junction' , 'NIL'),
(487,2675,370,280, 'North' , 'West' , 'T_junction' , 'NIL'),
(487,2675,370,280, 'East' , 'West' , 'T_junction' , 'NIL'),

(488,2655,370,280, 'West' , 'Up' , 'Stairs' , 'NIL'),
(488,2655,370,280, 'West' , 'Down' , 'Stairs' , 'NIL'),
(488,2655,370,280, 'West' , 'None' , 'Stairs' , 'NIL'),
(488,2655,370,280, 'East' , 'None' , 'Stairs' , 'NIL'),
(489,2655,345,280, 'West' , 'None' , 'Elevator' , 'NIL'),
(489,2655,345,280, 'West' , 'Up' , 'Elevator' , 'NIL'),
(489,2655,345,280, 'East' , 'None' , 'Elevator' , 'NIL'),
(489,2655,345,280, 'West' , 'Down' , 'Elevator' , 'NIL'),
(490,2655,345,240, 'West' , 'Up' , 'Elevator' , 'NIL'),
(490,2655,345,240, 'West' , 'Down' , 'Elevator' , 'NIL'),
(490,2655,345,240, 'East' , 'None' , 'Elevator' , 'NIL'),
(490,2655,345,240, 'West' , 'None' , 'Elevator' , 'NIL'),
(491,2675,345,240, 'North' , 'None' , 'T_junction' , 'NIL'),
(491,2675,345,240, 'South' , 'None' , 'T_junction' , 'NIL'),
(491,2675,345,240, 'North' , 'North' , 'T_junction' , 'NIL'),
(491,2675,345,240, 'North' , 'West' , 'T_junction' , 'NIL'),
(491,2675,345,240, 'East' , 'East' , 'T_junction' , 'NIL'),
(491,2675,345,240, 'East' , 'West' , 'T_junction' , 'NIL'),
(491,2675,345,240, 'South' , 'North' , 'T_junction' , 'NIL'),
(491,2675,345,240, 'South' , 'East' , 'T_junction' , 'NIL'),
(491,2675,345,240, 'East' , 'None' , 'T_junction' , 'NIL'),
(492,2675,370,240, 'South' , 'None' , 'T_junction' , 'NIL'),
(492,2675,370,240, 'North' , 'North' , 'T_junction' , 'NIL'),
(492,2675,370,240, 'North' , 'None' , 'T_junction' , 'NIL'),
(492,2675,370,240, 'East' , 'None' , 'T_junction' , 'NIL'),
(492,2675,370,240, 'East' , 'East' , 'T_junction' , 'NIL'),
(492,2675,370,240, 'North' , 'West' , 'T_junction' , 'NIL'),
(492,2675,370,240, 'East' , 'West' , 'T_junction' , 'NIL'),
(492,2675,370,240, 'South' , 'North' , 'T_junction' , 'NIL'),
(492,2675,370,240, 'South' , 'East' , 'T_junction' , 'NIL'),
(493,2655,370,240, 'West' , 'Up' , 'Stairs' , 'NIL'),
(493,2655,370,240, 'West' , 'None' , 'Stairs' , 'NIL'),
(493,2655,370,240, 'West' , 'Down' , 'Stairs' , 'NIL'),
(493,2655,370,240, 'East' , 'None' , 'Stairs' , 'NIL'),
(494,2655,345,200, 'West' , 'Up' , 'Elevator' , 'NIL'),
(494,2655,345,200, 'West' , 'Down' , 'Elevator' , 'NIL'),
(494,2655,345,200, 'West' , 'None' , 'Elevator' , 'NIL'),
(494,2655,345,200, 'East' , 'None' , 'Elevator' , 'NIL'),
(495,2675,345,200, 'North' , 'North' , 'T_junction' , 'NIL'),
(495,2675,345,200, 'North' , 'None' , 'T_junction' , 'NIL'),
(495,2675,345,200, 'East' , 'None' , 'T_junction' , 'NIL'),
(495,2675,345,200, 'South' , 'None' , 'T_junction' , 'NIL'),
(495,2675,345,200, 'South' , 'North' , 'T_junction' , 'NIL'),
(495,2675,345,200, 'North' , 'West' , 'T_junction' , 'NIL'),
(495,2675,345,200, 'South' , 'East' , 'T_junction' , 'NIL'),
(495,2675,345,200, 'East' , 'West' , 'T_junction' , 'NIL'),
(495,2675,345,200, 'East' , 'East' , 'T_junction' , 'NIL'),
(496,2675,370,200, 'North' , 'None' , 'T_junction' , 'NIL'),
(496,2675,370,200, 'South' , 'None' , 'T_junction' , 'NIL'),
(496,2675,370,200, 'East' , 'None' , 'T_junction' , 'NIL'),
(496,2675,370,200, 'North' , 'North' , 'T_junction' , 'NIL'),
(496,2675,370,200, 'North' , 'West' , 'T_junction' , 'NIL'),
(496,2675,370,200, 'East' , 'East' , 'T_junction' , 'NIL'),
(496,2675,370,200, 'South' , 'North' , 'T_junction' , 'NIL'),
(496,2675,370,200, 'South' , 'East' , 'T_junction' , 'NIL'),
(496,2675,370,200, 'East' , 'West' , 'T_junction' , 'NIL'),

(497,2655,370,200, 'West' , 'Down' , 'Stairs' , 'NIL'),
(497,2655,370,200, 'East' , 'None' , 'Stairs' , 'NIL'),
(497,2655,370,200, 'West' , 'Up' , 'Stairs' , 'NIL'),
(497,2655,370,200, 'West' , 'None' , 'Stairs' , 'NIL'),
(498,2655,345,160, 'West' , 'None' , 'Elevator' , 'NIL'),
(498,2655,345,160, 'East' , 'None' , 'Elevator' , 'NIL'),
(498,2655,345,160, 'West' , 'Up' , 'Elevator' , 'NIL'),
(499,2675,345,160, 'East' , 'None' , 'T_junction' , 'NIL'),
(499,2675,345,160, 'North' , 'None' , 'T_junction' , 'NIL'),
(499,2675,345,160, 'South' , 'None' , 'T_junction' , 'NIL'),
(499,2675,345,160, 'North' , 'North' , 'T_junction' , 'NIL'),
(499,2675,345,160, 'North' , 'West' , 'T_junction' , 'NIL'),
(499,2675,345,160, 'East' , 'East' , 'T_junction' , 'NIL'),
(499,2675,345,160, 'East' , 'West' , 'T_junction' , 'NIL'),
(499,2675,345,160, 'South' , 'North' , 'T_junction' , 'NIL'),
(499,2675,345,160, 'South' , 'East' , 'T_junction' , 'NIL'),
(500,2675,370,160, 'North' , 'None' , 'T_junction' , 'NIL'),
(500,2675,370,160, 'East' , 'None' , 'T_junction' , 'NIL'),
(500,2675,370,160, 'South' , 'None' , 'T_junction' , 'NIL'),
(500,2675,370,160, 'North' , 'North' , 'T_junction' , 'NIL'),
(500,2675,370,160, 'North' , 'West' , 'T_junction' , 'NIL'),
(500,2675,370,160, 'East' , 'East' , 'T_junction' , 'NIL'),
(500,2675,370,160, 'East' , 'West' , 'T_junction' , 'NIL'),
(500,2675,370,160, 'South' , 'East' , 'T_junction' , 'NIL'),
(500,2675,370,160, 'South' , 'North' , 'T_junction' , 'NIL'),
(501,2655,370,160, 'West' , 'None' , 'Stairs' , 'NIL'),
(501,2655,370,160, 'East' , 'None' , 'Stairs' , 'NIL'),
(501,2655,370,160, 'West' , 'Up' , 'Stairs' , 'NIL'),
(502,2200,425,320, 'South' , 'North' , 'Lane' , 'NIL'),
(502,2200,425,320, 'North' , 'North' , 'Lane' , 'NIL'),
(502,2200,425,320, 'South' , 'None' , 'Lane' , 'NIL'),
(502,2200,425,320, 'North' , 'None' , 'Lane' , 'NIL'),
(503,2200,615,320, 'North' , 'None' , 'Cross_junction' , 'NIL'),
(503,2200,615,320, 'East' , 'None' , 'Cross_junction' , 'NIL'),
(503,2200,615,320, 'South' , 'None' , 'Cross_junction' , 'NIL'),
(503,2200,615,320, 'North' , 'North' , 'Cross_junction' , 'NIL'),
(503,2200,615,320, 'West' , 'None' , 'Cross_junction' , 'NIL'),
(503,2200,615,320, 'North' , 'East' , 'Cross_junction' , 'NIL'),
(503,2200,615,320, 'North' , 'West' , 'Cross_junction' , 'NIL'),
(503,2200,615,320, 'East' , 'West' , 'Cross_junction' , 'NIL'),
(503,2200,615,320, 'East' , 'North' , 'Cross_junction' , 'NIL'),
(503,2200,615,320, 'East' , 'East' , 'Cross_junction' , 'NIL'),
(503,2200,615,320, 'West' , 'East' , 'Cross_junction' , 'NIL'),
(503,2200,615,320, 'South' , 'North' , 'Cross_junction' , 'NIL'),
(503,2200,615,320, 'South' , 'East' , 'Cross_junction' , 'NIL'),
(503,2200,615,320, 'West' , 'North' , 'Cross_junction' , 'NIL'),
(503,2200,615,320, 'South' , 'West' , 'Cross_junction' , 'NIL'),
(503,2200,615,320, 'West' , 'West' , 'Cross_junction' , 'NIL'),
(504,2655,345,320, 'West' , 'Up' , 'Elevator' , 'NIL'),
(504,2655,345,320, 'West' , 'None' , 'Elevator' , 'NIL'),
(504,2655,345,320, 'East' , 'None' , 'Elevator' , 'NIL'),
(504,2655,345,320, 'West' , 'Down' , 'Elevator' , 'NIL'),
(505,2675,345,320, 'North' , 'North' , 'T_junction' , 'NIL'),
(505,2675,345,320, 'East' , 'None' , 'T_junction' , 'NIL'),
(505,2675,345,320, 'South' , 'None' , 'T_junction' , 'NIL'),
(505,2675,345,320, 'North' , 'None' , 'T_junction' , 'NIL'),
(505,2675,345,320, 'North' , 'West' , 'T_junction' , 'NIL'),
(505,2675,345,320, 'East' , 'East' , 'T_junction' , 'NIL'),
(505,2675,345,320, 'East' , 'West' , 'T_junction' , 'NIL'),
(505,2675,345,320, 'South' , 'North' , 'T_junction' , 'NIL'),
(505,2675,345,320, 'South' , 'East' , 'T_junction' , 'NIL'),
(506,2675,370,320, 'North' , 'None' , 'T_junction' , 'NIL'),
(506,2675,370,320, 'East' , 'None' , 'T_junction' , 'NIL'),
(506,2675,370,320, 'South' , 'None' , 'T_junction' , 'NIL'),
(506,2675,370,320, 'North' , 'North' , 'T_junction' , 'NIL'),
(506,2675,370,320, 'North' , 'West' , 'T_junction' , 'NIL'),
(506,2675,370,320, 'East' , 'West' , 'T_junction' , 'NIL'),
(506,2675,370,320, 'East' , 'East' , 'T_junction' , 'NIL'),
(506,2675,370,320, 'South' , 'North' , 'T_junction' , 'NIL'),
(506,2675,370,320, 'South' , 'East' , 'T_junction' , 'NIL'),
(507,2655,370,320, 'West' , 'Down' , 'Stairs' , 'NIL'),
(507,2655,370,320, 'East' , 'None' , 'Stairs' , 'NIL'),
(507,2655,370,320, 'West' , 'Up' , 'Stairs' , 'NIL'),
(507,2655,370,320, 'West' , 'None' , 'Stairs' , 'NIL'),
(508,2095,645,360, 'West' , 'Up' , 'Elevator' , 'NIL'),
(508,2095,645,360, 'West' , 'Down' , 'Elevator' , 'NIL'),
(508,2095,645,360, 'West' , 'None' , 'Elevator' , 'NIL'),
(508,2095,645,360, 'East' , 'None' , 'Elevator' , 'NIL'),
(509,2675,410,280, 'North' , 'None' , 'Lane' , 'NIL'),
(509,2675,410,280, 'South' , 'None' , 'Lane' , 'NIL'),
(509,2675,410,280, 'North' , 'North' , 'Lane' , 'NIL'),
(509,2675,410,280, 'South' , 'North' , 'Lane' , 'NIL'),
(510,2675,595,280, 'North' , 'None' , 'T_junction' , 'NIL'),
(510,2675,595,280, 'East' , 'None' , 'T_junction' , 'NIL'),
(510,2675,595,280, 'West' , 'None' , 'T_junction' , 'NIL'),
(510,2675,595,280, 'North' , 'West' , 'T_junction' , 'NIL'),
(510,2675,595,280, 'North' , 'East' , 'T_junction' , 'NIL'),
(510,2675,595,280, 'West' , 'North' , 'T_junction' , 'NIL'),
(510,2675,595,280, 'East' , 'North' , 'T_junction' , 'NIL'),
(510,2675,595,280, 'East' , 'East' , 'T_junction' , 'NIL'),
(510,2675,595,280, 'West' , 'West' , 'T_junction' , 'NIL'),
(511,2705,595,280, 'None' , 'None' , 'Room' , 'E4A-07-01'),
(512,2615,595,280, 'North' , 'None' , 'T_junction' , 'NIL'),
(512,2615,595,280, 'South' , 'None' , 'T_junction' , 'NIL'),
(512,2615,595,280, 'West' , 'None' , 'T_junction' , 'NIL'),
(512,2615,595,280, 'North' , 'North' , 'T_junction' , 'NIL'),
(512,2615,595,280, 'North' , 'East' , 'T_junction' , 'NIL'),
(512,2615,595,280, 'South' , 'North' , 'T_junction' , 'NIL'),
(512,2615,595,280, 'South' , 'West' , 'T_junction' , 'NIL'),
(512,2615,595,280, 'West' , 'East' , 'T_junction' , 'NIL'),
(512,2615,595,280, 'West' , 'West' , 'T_junction' , 'NIL'),
(513,2615,660,280, 'West' , 'None' , 'Corner' , 'NIL'),
(513,2615,660,280, 'North' , 'None' , 'Corner' , 'NIL'),
(513,2615,660,280, 'North' , 'East' , 'Corner' , 'NIL'),
(513,2615,660,280, 'West' , 'West' , 'Corner' , 'NIL'),
(514,2635,660,280, 'East' , 'Up' , 'Elevator' , 'NIL'),
(514,2635,660,280, 'East' , 'Down' , 'Elevator' , 'NIL'),
(514,2635,660,280, 'East' , 'None' , 'Elevator' , 'NIL'),
(514,2635,660,280, 'West' , 'None' , 'Elevator' , 'NIL'),
(515,2635,660,240, 'East' , 'Down' , 'Elevator' , 'NIL'),
(515,2635,660,240, 'West' , 'None' , 'Elevator' , 'NIL'),
(515,2635,660,240, 'East' , 'None' , 'Elevator' , 'NIL'),
(516,2615,660,240, 'North' , 'None' , 'Corner' , 'NIL'),
(516,2615,660,240, 'West' , 'None' , 'Corner' , 'NIL'),
(516,2615,660,240, 'West' , 'West' , 'Corner' , 'NIL'),
(516,2615,660,240, 'North' , 'East' , 'Corner' , 'NIL'),
(517,2615,595,240, 'North' , 'None' , 'T_junction' , 'NIL'),
(517,2615,595,240, 'South' , 'None' , 'T_junction' , 'NIL'),
(517,2615,595,240, 'North' , 'North' , 'T_junction' , 'NIL'),
(517,2615,595,240, 'West' , 'None' , 'T_junction' , 'NIL'),
(517,2615,595,240, 'South' , 'West' , 'T_junction' , 'NIL'),
(517,2615,595,240, 'West' , 'East' , 'T_junction' , 'NIL'),
(517,2615,595,240, 'West' , 'West' , 'T_junction' , 'NIL'),
(517,2615,595,240, 'North' , 'East' , 'T_junction' , 'NIL'),
(517,2615,595,240, 'South' , 'North' , 'T_junction' , 'NIL'),
(518,2675,595,240, 'North' , 'None' , 'T_junction' , 'NIL'),
(518,2675,595,240, 'East' , 'None' , 'T_junction' , 'NIL'),
(518,2675,595,240, 'West' , 'None' , 'T_junction' , 'NIL'),
(518,2675,595,240, 'North' , 'East' , 'T_junction' , 'NIL'),
(518,2675,595,240, 'North' , 'West' , 'T_junction' , 'NIL'),
(518,2675,595,240, 'West' , 'North' , 'T_junction' , 'NIL'),
(518,2675,595,240, 'East' , 'East' , 'T_junction' , 'NIL'),
(518,2675,595,240, 'West' , 'West' , 'T_junction' , 'NIL'),
(518,2675,595,240, 'East' , 'North' , 'T_junction' , 'NIL'),
(519,2705,595,240, 'None' , 'None' , 'Room' , 'E4A-06-03'),
(520,2705,410,240, 'North' , 'None' , 'Lane' , 'NIL'),
(520,2705,410,240, 'North' , 'North' , 'Lane' , 'NIL'),
(520,2705,410,240, 'South' , 'None' , 'Lane' , 'NIL'),
(520,2705,410,240, 'South' , 'North' , 'Lane' , 'NIL'),
(521,2635,660,200, 'East' , 'Up' , 'Elevator' , 'NIL'),
(521,2635,660,200, 'East' , 'Down' , 'Elevator' , 'NIL'),
(521,2635,660,200, 'East' , 'None' , 'Elevator' , 'NIL'),
(521,2635,660,200, 'West' , 'None' , 'Elevator' , 'NIL'),
(522,2615,660,200, 'North' , 'None' , 'Corner' , 'NIL'),
(522,2615,660,200, 'North' , 'East' , 'Corner' , 'NIL'),
(522,2615,660,200, 'West' , 'West' , 'Corner' , 'NIL'),
(522,2615,660,200, 'West' , 'None' , 'Corner' , 'NIL'),
(523,2615,595,200, 'North' , 'None' , 'T_junction' , 'NIL'),
(523,2615,595,200, 'South' , 'None' , 'T_junction' , 'NIL'),
(523,2615,595,200, 'West' , 'None' , 'T_junction' , 'NIL'),
(523,2615,595,200, 'North' , 'North' , 'T_junction' , 'NIL'),
(523,2615,595,200, 'South' , 'North' , 'T_junction' , 'NIL'),
(523,2615,595,200, 'North' , 'East' , 'T_junction' , 'NIL'),
(523,2615,595,200, 'West' , 'East' , 'T_junction' , 'NIL'),
(523,2615,595,200, 'West' , 'West' , 'T_junction' , 'NIL'),
(523,2615,595,200, 'South' , 'West' , 'T_junction' , 'NIL'),
(524,2675,595,200, 'North' , 'None' , 'T_junction' , 'NIL'),
(524,2675,595,200, 'East' , 'None' , 'T_junction' , 'NIL'),
(524,2675,595,200, 'West' , 'None' , 'T_junction' , 'NIL'),
(524,2675,595,200, 'North' , 'East' , 'T_junction' , 'NIL'),
(524,2675,595,200, 'North' , 'West' , 'T_junction' , 'NIL'),
(524,2675,595,200, 'East' , 'North' , 'T_junction' , 'NIL'),
(524,2675,595,200, 'West' , 'North' , 'T_junction' , 'NIL'),
(524,2675,595,200, 'East' , 'East' , 'T_junction' , 'NIL'),
(524,2675,595,200, 'West' , 'West' , 'T_junction' , 'NIL'),
(525,2705,595,200, 'None' , 'None' , 'Room' , 'E4A-05-03'),
(526,2675,535,200, 'North' , 'None' , 'T_junction' , 'NIL'),
(526,2675,535,200, 'South' , 'None' , 'T_junction' , 'NIL'),
(526,2675,535,200, 'North' , 'North' , 'T_junction' , 'NIL'),
(526,2675,535,200, 'West' , 'None' , 'T_junction' , 'NIL'),
(526,2675,535,200, 'North' , 'East' , 'T_junction' , 'NIL'),
(526,2675,535,200, 'South' , 'North' , 'T_junction' , 'NIL'),
(526,2675,535,200, 'South' , 'West' , 'T_junction' , 'NIL'),
(526,2675,535,200, 'West' , 'East' , 'T_junction' , 'NIL'),
(526,2675,535,200, 'West' , 'West' , 'T_junction' , 'NIL'),
(527,2675,410,200, 'North' , 'None' , 'Lane' , 'NIL'),
(527,2675,410,200, 'North' , 'North' , 'Lane' , 'NIL'),
(527,2675,410,200, 'South' , 'None' , 'Lane' , 'NIL'),
(527,2675,410,200, 'South' , 'North' , 'Lane' , 'NIL'),
(528,2750,535,200, 'East' , 'None' , 'Lane' , 'NIL'),
(528,2750,535,200, 'West' , 'North' , 'Lane' , 'NIL'),
(528,2750,535,200, 'East' , 'North' , 'Lane' , 'NIL'),
(528,2750,535,200, 'West' , 'None' , 'Lane' , 'NIL'),
(529,2945,535,200, 'East' , 'None' , 'Lane' , 'NIL'),
(529,2945,535,200, 'East' , 'North' , 'Lane' , 'NIL'),
(529,2945,535,200, 'West' , 'North' , 'Lane' , 'NIL'),
(529,2945,535,200, 'West' , 'None' , 'Lane' , 'NIL'),
(530,3070,535,200, 'East' , 'None' , 'T_junction' , 'NIL'),
(530,3070,535,200, 'South' , 'None' , 'T_junction' , 'NIL'),
(530,3070,535,200, 'West' , 'None' , 'T_junction' , 'NIL'),
(530,3070,535,200, 'East' , 'North' , 'T_junction' , 'NIL'),
(530,3070,535,200, 'East' , 'West' , 'T_junction' , 'NIL'),
(530,3070,535,200, 'South' , 'East' , 'T_junction' , 'NIL'),
(530,3070,535,200, 'South' , 'West' , 'T_junction' , 'NIL'),
(530,3070,535,200, 'West' , 'North' , 'T_junction' , 'NIL'),
(530,3070,535,200, 'West' , 'East' , 'T_junction' , 'NIL'),
(531,3070,555,200, 'None' , 'None' , 'Room' , 'E4A-05-06'),
(532,3215,535,200, 'East' , 'None' , 'T_junction' , 'NIL'),
(532,3215,535,200, 'South' , 'None' , 'T_junction' , 'NIL'),
(532,3215,535,200, 'West' , 'None' , 'T_junction' , 'NIL'),
(532,3215,535,200, 'East' , 'West' , 'T_junction' , 'NIL'),
(532,3215,535,200, 'East' , 'North' , 'T_junction' , 'NIL'),
(532,3215,535,200, 'South' , 'East' , 'T_junction' , 'NIL'),
(532,3215,535,200, 'West' , 'North' , 'T_junction' , 'NIL'),
(532,3215,535,200, 'South' , 'West' , 'T_junction' , 'NIL'),
(532,3215,535,200, 'West' , 'East' , 'T_junction' , 'NIL'),
(533,3215,555,200, 'None' , 'None' , 'Room' , 'E4A-05-08'),
(534,3255,535,200, 'North' , 'None' , 'Corner' , 'NIL'),
(534,3255,535,200, 'East' , 'None' , 'Corner' , 'NIL'),
(534,3255,535,200, 'North' , 'West' , 'Corner' , 'NIL'),
(534,3255,535,200, 'East' , 'East' , 'Corner' , 'NIL'),
(535,3255,385,200, 'North' , 'None' , 'T_junction' , 'NIL'),
(535,3255,385,200, 'East' , 'None' , 'T_junction' , 'NIL'),
(535,3255,385,200, 'North' , 'North' , 'T_junction' , 'NIL'),
(535,3255,385,200, 'South' , 'None' , 'T_junction' , 'NIL'),
(535,3255,385,200, 'North' , 'West' , 'T_junction' , 'NIL'),
(535,3255,385,200, 'East' , 'East' , 'T_junction' , 'NIL'),
(535,3255,385,200, 'South' , 'North' , 'T_junction' , 'NIL'),
(535,3255,385,200, 'East' , 'West' , 'T_junction' , 'NIL'),
(535,3255,385,200, 'South' , 'East' , 'T_junction' , 'NIL'),
(536,3225,385,200, 'West' , 'Up' , 'Stairs' , 'NIL'),
(536,3225,385,200, 'West' , 'Down' , 'Stairs' , 'NIL'),
(536,3225,385,200, 'West' , 'None' , 'Stairs' , 'NIL'),
(536,3225,385,200, 'East' , 'None' , 'Stairs' , 'NIL'),
(537,3255,345,200, 'East' , 'None' , 'T_junction' , 'NIL'),
(537,3255,345,200, 'South' , 'None' , 'T_junction' , 'NIL'),
(537,3255,345,200, 'West' , 'None' , 'T_junction' , 'NIL'),
(537,3255,345,200, 'East' , 'North' , 'T_junction' , 'NIL'),
(537,3255,345,200, 'East' , 'West' , 'T_junction' , 'NIL'),
(537,3255,345,200, 'South' , 'East' , 'T_junction' , 'NIL'),
(537,3255,345,200, 'South' , 'West' , 'T_junction' , 'NIL'),
(537,3255,345,200, 'West' , 'East' , 'T_junction' , 'NIL'),
(537,3255,345,200, 'West' , 'North' , 'T_junction' , 'NIL'),
(538,3275,345,200, 'None' , 'None' , 'Room' , 'E4-02-06'),
(539,3025,345,200, 'East' , 'None' , 'Lane' , 'NIL'),
(539,3025,345,200, 'East' , 'North' , 'Lane' , 'NIL'),
(539,3025,345,200, 'West' , 'North' , 'Lane' , 'NIL'),
(539,3025,345,200, 'West' , 'None' , 'Lane' , 'NIL'),
(540,3150,345,200, 'North' , 'None' , 'T_junction' , 'NIL'),
(540,3150,345,200, 'East' , 'None' , 'T_junction' , 'NIL'),
(540,3150,345,200, 'West' , 'None' , 'T_junction' , 'NIL'),
(540,3150,345,200, 'North' , 'East' , 'T_junction' , 'NIL'),
(540,3150,345,200, 'North' , 'West' , 'T_junction' , 'NIL'),
(540,3150,345,200, 'East' , 'North' , 'T_junction' , 'NIL'),
(540,3150,345,200, 'East' , 'East' , 'T_junction' , 'NIL'),
(540,3150,345,200, 'West' , 'West' , 'T_junction' , 'NIL'),
(540,3150,345,200, 'West' , 'North' , 'T_junction' , 'NIL'),
(541,3150,325,200, 'None' , 'None' , 'Room' , 'E4-02-04'),
(542,3040,345,200, 'East' , 'None' , 'T_junction' , 'NIL'),
(542,3040,345,200, 'West' , 'None' , 'T_junction' , 'NIL'),
(542,3040,345,200, 'North' , 'None' , 'T_junction' , 'NIL'),
(542,3040,345,200, 'North' , 'East' , 'T_junction' , 'NIL'),
(542,3040,345,200, 'North' , 'West' , 'T_junction' , 'NIL'),
(542,3040,345,200, 'East' , 'North' , 'T_junction' , 'NIL'),
(542,3040,345,200, 'West' , 'North' , 'T_junction' , 'NIL'),
(542,3040,345,200, 'East' , 'East' , 'T_junction' , 'NIL'),
(542,3040,345,200, 'West' , 'West' , 'T_junction' , 'NIL'),
(543,3040,325,200, 'None' , 'None' , 'Room' , 'E4-02-02'),
(544,2840,345,200, 'North' , 'None' , 'T_junction' , 'NIL'),
(544,2840,345,200, 'North' , 'North' , 'T_junction' , 'NIL'),
(544,2840,345,200, 'North' , 'East' , 'T_junction' , 'NIL'),
(544,2840,345,200, 'West' , 'None' , 'T_junction' , 'NIL'),
(544,2840,345,200, 'South' , 'None' , 'T_junction' , 'NIL'),
(544,2840,345,200, 'South' , 'West' , 'T_junction' , 'NIL'),
(544,2840,345,200, 'South' , 'North' , 'T_junction' , 'NIL'),
(544,2840,345,200, 'West' , 'East' , 'T_junction' , 'NIL'),
(544,2840,345,200, 'West' , 'West' , 'T_junction' , 'NIL'),
(545,2840,325,200, 'None' , 'None' , 'Room' , 'E4-02-01'),
(546,2635,660,160, 'East' , 'Up' , 'Elevator' , 'NIL'),
(546,2635,660,160, 'East' , 'Down' , 'Elevator' , 'NIL'),
(546,2635,660,160, 'East' , 'None' , 'Elevator' , 'NIL'),
(546,2635,660,160, 'West' , 'None' , 'Elevator' , 'NIL'),
(547,2615,660,160, 'West' , 'None' , 'Corner' , 'NIL'),
(547,2615,660,160, 'North' , 'East' , 'Corner' , 'NIL'),
(547,2615,660,160, 'North' , 'None' , 'Corner' , 'NIL'),
(547,2615,660,160, 'West' , 'West' , 'Corner' , 'NIL'),
(548,2615,595,160, 'North' , 'None' , 'T_junction' , 'NIL'),
(548,2615,595,160, 'South' , 'None' , 'T_junction' , 'NIL'),
(548,2615,595,160, 'West' , 'None' , 'T_junction' , 'NIL'),
(548,2615,595,160, 'North' , 'North' , 'T_junction' , 'NIL'),
(548,2615,595,160, 'West' , 'East' , 'T_junction' , 'NIL'),
(548,2615,595,160, 'South' , 'North' , 'T_junction' , 'NIL'),
(548,2615,595,160, 'South' , 'West' , 'T_junction' , 'NIL'),
(548,2615,595,160, 'North' , 'East' , 'T_junction' , 'NIL'),
(548,2615,595,160, 'West' , 'West' , 'T_junction' , 'NIL'),
(549,2675,595,160, 'North' , 'None' , 'T_junction' , 'NIL'),
(549,2675,595,160, 'East' , 'None' , 'T_junction' , 'NIL'),
(549,2675,595,160, 'West' , 'None' , 'T_junction' , 'NIL'),
(549,2675,595,160, 'North' , 'East' , 'T_junction' , 'NIL'),
(549,2675,595,160, 'North' , 'West' , 'T_junction' , 'NIL'),
(549,2675,595,160, 'East' , 'North' , 'T_junction' , 'NIL'),
(549,2675,595,160, 'East' , 'East' , 'T_junction' , 'NIL'),
(549,2675,595,160, 'West' , 'North' , 'T_junction' , 'NIL'),
(549,2675,595,160, 'West' , 'West' , 'T_junction' , 'NIL'),
(550,2695,595,160, 'None' , 'None' , 'Room' , 'E4A-04-03'),
(551,2675,535,160, 'South' , 'None' , 'Corner' , 'NIL'),
(551,2675,535,160, 'West' , 'East' , 'Corner' , 'NIL'),
(551,2675,535,160, 'South' , 'West' , 'Corner' , 'NIL'),
(551,2675,535,160, 'West' , 'None' , 'Corner' , 'NIL'),
(552,2735,535,160, 'East' , 'None' , 'Lane' , 'NIL'),
(552,2735,535,160, 'West' , 'None' , 'Lane' , 'NIL'),
(552,2735,535,160, 'East' , 'North' , 'Lane' , 'NIL'),
(552,2735,535,160, 'West' , 'North' , 'Lane' , 'NIL'),
